User_Location,Artisan_Location,Skill_Type,Availability,Scheduling_Preference,Artisan_Name
Yobe,Yobe,Painter,Not Available,On-Demand,Ifeoma Okoye
Adamawa,Adamawa,Dressmaker,Not Available,Advance,Babatunde Ajayi
Kaduna,Kaduna,Tailor,Not Available,On-Demand,Oluwakemi Adebiyi
Akwa Ibom,Akwa Ibom,Gardener,Not Available,On-Demand,Chizoba Okafor
Bauchi,Bauchi,Caterer,Not Available,Advance,Umar Hassan
Gombe,Gombe,Makeup Artist,Available,On-Demand,Oluwaseun Adeyemi
Edo,Edo,Welder,Available,Advance,Oluwakemi Ogunleye
Zamfara,Zamfara,Hairdresser,Not Available,On-Demand,Oluwakemi Adegbola
Anambra,Anambra,Barber,Available,On-Demand,Umar Ali
Cross River,Cross River,Electrician,Available,Advance,Chizoba Nwankwo
Abia,Abia,Mechanic,Not Available,On-Demand,Chidinma Okeke
Kaduna,Kaduna,Tiler,Not Available,Advance,Oluwaseun Olawale
Abia,Abia,Graphic Designer,Available,Advance,Aliyu Ali
Bauchi,Bauchi,Shoe Cobbler,Available,On-Demand,Chinonso Nwankwo
Benue,Benue,Photographer,Available,Advance,Oluwatobi Adeyemi
Benue,Benue,Mechanic,Available,On-Demand,Ifeoma Ibe
Ekiti,Ekiti,Photographer,Not Available,On-Demand,Nneka Eze
Borno,Borno,Caterer,Not Available,On-Demand,Nneka Okoye
Sokoto,Sokoto,Shoe Cobbler,Available,On-Demand,Hauwa Yusuf
Gombe,Gombe,Photographer,Not Available,On-Demand,Adetokunbo Ojo
Akwa Ibom,Akwa Ibom,Carpenter,Not Available,Advance,Hauwa Umar
Delta,Delta,Carpenter,Available,Advance,Sadiya Abubakar
Ondo,Ondo,Makeup Artist,Not Available,Advance,Olumide Ojo
Akwa Ibom,Akwa Ibom,Dressmaker,Available,On-Demand,Ifeoma Ibe
Enugu,Enugu,Photographer,Available,Advance,Nneka Ibe
Sokoto,Sokoto,Carpenter,Not Available,On-Demand,Olufemi Ogunlana
Nasarawa,Nasarawa,Mechanic,Not Available,On-Demand,Ifeoma Okoye
Rivers,Rivers,Event Planner,Available,Advance,Oluwatoyin Ogunlana
Taraba,Taraba,Event Planner,Available,Advance,Olumide Ogunlana
Bauchi,Bauchi,Mechanic,Not Available,Advance,Uchechi Ibe
Jigawa,Jigawa,Photographer,Not Available,Advance,Adetokunbo Adeyemi
Enugu,Enugu,Gardener,Not Available,Advance,Abubakar Yusuf
Ondo,Ondo,Tailor,Not Available,On-Demand,Abubakar Sani
Borno,Borno,Mechanic,Not Available,On-Demand,Chizoba Okoye
Enugu,Enugu,Gardener,Not Available,Advance,Obinna Nwankwo
Cross River,Cross River,Tailor,Not Available,On-Demand,Ifeoma Okeke
Kwara,Kwara,Carpenter,Available,On-Demand,Oluwakemi Ojo
Lagos,Lagos,Shoe Cobbler,Not Available,On-Demand,Olumide Ajayi
Kwara,Kwara,Painter,Available,On-Demand,Adetokunbo Ojo
Kaduna,Kaduna,Tailor,Available,On-Demand,Hauwa Muhammad
Akwa Ibom,Akwa Ibom,Mechanic,Not Available,Advance,Adetokunbo Adebiyi
Cross River,Cross River,Interior Decorator,Available,On-Demand,Oluwaseun Adebiyi
Kaduna,Kaduna,Shoe Cobbler,Available,On-Demand,Sadiya Muhammad
Gombe,Gombe,Caterer,Not Available,Advance,Aisha Ali
Lagos,Lagos,Welder,Not Available,On-Demand,Oluwatobi Olawale
Borno,Borno,Makeup Artist,Not Available,Advance,Chinonso Eze
Sokoto,Sokoto,Makeup Artist,Available,On-Demand,Oluwakemi Olawale
Katsina,Katsina,Shoe Cobbler,Available,On-Demand,Abubakar Yusuf
Imo,Imo,Electrician,Available,On-Demand,Oluwaseun Adeyemi
Taraba,Taraba,Tailor,Available,On-Demand,Fatima Ali
Zamfara,Zamfara,Shoe Cobbler,Not Available,Advance,Nneka Okeke
Delta,Delta,Hairdresser,Available,On-Demand,Oluwaseun Adeyemi
Sokoto,Sokoto,Makeup Artist,Not Available,On-Demand,Aisha Yusuf
Ebonyi,Ebonyi,Carpenter,Available,On-Demand,Oluwatoyin Ogunleye
Bauchi,Bauchi,Painter,Not Available,On-Demand,Chinonso Okoye
Cross River,Cross River,Welder,Available,Advance,Obinna Okoye
Plateau,Plateau,Hairdresser,Available,On-Demand,Oluwatobi Adebiyi
Kwara,Kwara,Caterer,Available,On-Demand,Hauwa Muhammad
Ekiti,Ekiti,Graphic Designer,Available,Advance,Abubakar Ibrahim
Adamawa,Adamawa,Plumber,Not Available,On-Demand,Oluwatoyin Adebiyi
Edo,Edo,Dressmaker,Available,On-Demand,Oluwatobi Ojo
Kogi,Kogi,Gardener,Not Available,On-Demand,Aisha Yusuf
Abia,Abia,Shoe Cobbler,Not Available,Advance,Chukwudi Okoye
Ekiti,Ekiti,Caterer,Available,Advance,Oluwakemi Ajayi
Yobe,Yobe,Photographer,Available,Advance,Oluwatoyin Ajayi
Nasarawa,Nasarawa,Caterer,Not Available,Advance,Oluwatoyin Ajayi
Gombe,Gombe,Electrician,Available,On-Demand,Yusuf Ibrahim
Enugu,Enugu,Painter,Not Available,Advance,Fatima Muhammad
Anambra,Anambra,Furniture Maker,Available,Advance,Nneka Okafor
Akwa Ibom,Akwa Ibom,Makeup Artist,Not Available,On-Demand,Fatima Sani
Lagos,Lagos,Tailor,Available,On-Demand,Uchechi Eze
Ondo,Ondo,Hairdresser,Not Available,On-Demand,Babatunde Adeyemi
Kaduna,Kaduna,Hairdresser,Available,On-Demand,Umar Sani
Lagos,Lagos,Makeup Artist,Not Available,On-Demand,Chizoba Okafor
Borno,Borno,Furniture Maker,Available,On-Demand,Obinna Okeke
Ebonyi,Ebonyi,Painter,Available,Advance,Adetokunbo Olawale
Niger,Niger,Painter,Available,Advance,Nneka Onyeka
Adamawa,Adamawa,Carpenter,Not Available,Advance,Obinna Okafor
Ondo,Ondo,Graphic Designer,Not Available,Advance,Yusuf Muhammad
Gombe,Gombe,Painter,Not Available,On-Demand,Olufemi Ogunlana
Nasarawa,Nasarawa,Shoe Cobbler,Not Available,Advance,Olumide Ogunlana
Akwa Ibom,Akwa Ibom,Furniture Maker,Available,Advance,Chizoba Okafor
Ebonyi,Ebonyi,Electrician,Not Available,Advance,Nneka Onyeka
Adamawa,Adamawa,Event Planner,Not Available,Advance,Fatima Muhammad
Nasarawa,Nasarawa,Makeup Artist,Available,On-Demand,Yusuf Hassan
Adamawa,Adamawa,Shoe Cobbler,Available,On-Demand,Olufemi Ogunlana
Adamawa,Adamawa,Plumber,Not Available,Advance,Fatima Sani
Ebonyi,Ebonyi,Shoe Cobbler,Available,On-Demand,Babatunde Ajayi
Ondo,Ondo,Tailor,Available,Advance,Ifeoma Okafor
Delta,Delta,Gardener,Available,Advance,Ifeoma Nwankwo
Kano,Kano,Plumber,Not Available,On-Demand,Sadiya Ibrahim
Taraba,Taraba,Plumber,Available,Advance,Obinna Okafor
Osun,Osun,Dressmaker,Available,On-Demand,Hauwa Ibrahim
Kwara,Kwara,Caterer,Available,Advance,Chizoba Nwankwo
Katsina,Katsina,Dressmaker,Available,Advance,Ifeoma Eze
Lagos,Lagos,Tailor,Available,Advance,Sadiya Abubakar
Kano,Kano,Gardener,Available,Advance,Oluwatoyin Adegbola
Ebonyi,Ebonyi,Shoe Cobbler,Available,Advance,Chinonso Onyeka
Lagos,Lagos,Gardener,Not Available,On-Demand,Umar Abubakar
Sokoto,Sokoto,Dressmaker,Not Available,Advance,Obinna Eze
Ekiti,Ekiti,Dressmaker,Not Available,On-Demand,Nneka Okafor
Niger,Niger,Tiler,Not Available,On-Demand,Chidinma Nwankwo
Akwa Ibom,Akwa Ibom,Event Planner,Available,On-Demand,Chidinma Okeke
Abia,Abia,Tiler,Not Available,Advance,Obinna Ibe
Oyo,Oyo,Makeup Artist,Not Available,Advance,Oluwatoyin Ogunlana
Rivers,Rivers,Mechanic,Not Available,Advance,Chukwudi Ibe
Borno,Borno,Photographer,Available,Advance,Uchechi Eze
Kano,Kano,Gardener,Not Available,On-Demand,Fatima Ibrahim
Rivers,Rivers,Gardener,Available,On-Demand,Babatunde Ojo
Plateau,Plateau,Gardener,Not Available,On-Demand,Babatunde Adegbola
Gombe,Gombe,Painter,Not Available,On-Demand,Olumide Olawale
Adamawa,Adamawa,Welder,Not Available,On-Demand,Olumide Ogunlana
Sokoto,Sokoto,Carpenter,Available,Advance,Oluwaseun Ogunlana
Sokoto,Sokoto,Makeup Artist,Available,On-Demand,Oluwakemi Ojo
Kebbi,Kebbi,Makeup Artist,Available,On-Demand,Abubakar Umar
Jigawa,Jigawa,Hairdresser,Available,Advance,Aliyu Muhammad
Bayelsa,Bayelsa,Hairdresser,Not Available,Advance,Sadiya Umar
Nasarawa,Nasarawa,Mechanic,Not Available,Advance,Olufemi Olawale
Kaduna,Kaduna,Tiler,Available,On-Demand,Uchechi Okoye
Anambra,Anambra,Furniture Maker,Not Available,On-Demand,Hauwa Umar
Ekiti,Ekiti,Carpenter,Not Available,Advance,Nneka Okeke
Oyo,Oyo,Barber,Available,On-Demand,Babatunde Adebiyi
Yobe,Yobe,Hairdresser,Available,Advance,Umar Ibrahim
Zamfara,Zamfara,Caterer,Not Available,Advance,Babatunde Adeyemi
Ekiti,Ekiti,Event Planner,Not Available,On-Demand,Aisha Yusuf
Nasarawa,Nasarawa,Plumber,Available,Advance,Adetokunbo Adeyemi
Imo,Imo,Barber,Available,Advance,Obinna Onyeka
Sokoto,Sokoto,Graphic Designer,Available,On-Demand,Ifeoma Nwankwo
Nasarawa,Nasarawa,Barber,Not Available,Advance,Abubakar Muhammad
Osun,Osun,Mechanic,Not Available,Advance,Oluwakemi Adebiyi
Benue,Benue,Caterer,Available,On-Demand,Uchechi Nwankwo
Kwara,Kwara,Mechanic,Not Available,On-Demand,Chukwudi Ibe
Jigawa,Jigawa,Electrician,Not Available,Advance,Sadiya Muhammad
Ogun,Ogun,Barber,Not Available,On-Demand,Chinonso Okeke
Cross River,Cross River,Event Planner,Available,On-Demand,Olufemi Ogunleye
Akwa Ibom,Akwa Ibom,Graphic Designer,Not Available,On-Demand,Oluwakemi Olawale
Adamawa,Adamawa,Event Planner,Not Available,On-Demand,Nneka Ibe
Delta,Delta,Plumber,Not Available,On-Demand,Sadiya Ibrahim
Borno,Borno,Mechanic,Not Available,Advance,Fatima Ibrahim
Ogun,Ogun,Plumber,Not Available,On-Demand,Umar Ibrahim
Katsina,Katsina,Shoe Cobbler,Not Available,On-Demand,Fatima Abubakar
Bauchi,Bauchi,Tailor,Available,Advance,Oluwatoyin Adegbola
Anambra,Anambra,Hairdresser,Available,Advance,Olufemi Adegbola
Delta,Delta,Photographer,Not Available,On-Demand,Chinonso Onyeka
Nasarawa,Nasarawa,Furniture Maker,Not Available,Advance,Abubakar Hassan
Benue,Benue,Caterer,Not Available,Advance,Umar Yusuf
Cross River,Cross River,Caterer,Available,Advance,Umar Hassan
Plateau,Plateau,Barber,Not Available,On-Demand,Chinonso Nwankwo
Borno,Borno,Furniture Maker,Available,Advance,Olufemi Adebiyi
Cross River,Cross River,Shoe Cobbler,Not Available,Advance,Nneka Okafor
Gombe,Gombe,Barber,Not Available,Advance,Babatunde Olawale
Bauchi,Bauchi,Hairdresser,Available,On-Demand,Nneka Ibe
Kwara,Kwara,Caterer,Not Available,Advance,Babatunde Ogunleye
Adamawa,Adamawa,Graphic Designer,Available,Advance,Chinonso Okeke
Osun,Osun,Event Planner,Available,Advance,Yusuf Muhammad
Bauchi,Bauchi,Furniture Maker,Available,Advance,Oluwatoyin Ogunleye
Cross River,Cross River,Caterer,Not Available,Advance,Oluwakemi Ogunleye
Gombe,Gombe,Painter,Not Available,On-Demand,Hauwa Sani
Rivers,Rivers,Tiler,Not Available,On-Demand,Oluwatoyin Adegbola
Enugu,Enugu,Painter,Not Available,On-Demand,Abubakar Abubakar
Niger,Niger,Tailor,Available,Advance,Sadiya Hassan
Cross River,Cross River,Makeup Artist,Available,Advance,Chukwudi Okafor
Oyo,Oyo,Caterer,Not Available,Advance,Chukwudi Eze
Nasarawa,Nasarawa,Plumber,Not Available,Advance,Abubakar Muhammad
Delta,Delta,Makeup Artist,Available,On-Demand,Oluwatoyin Adeyemi
Taraba,Taraba,Shoe Cobbler,Not Available,On-Demand,Oluwakemi Olawale
Adamawa,Adamawa,Barber,Available,On-Demand,Oluwaseun Olawale
Ebonyi,Ebonyi,Tailor,Available,Advance,Chinonso Ibe
Edo,Edo,Makeup Artist,Available,On-Demand,Oluwatoyin Ogunlana
Edo,Edo,Caterer,Not Available,Advance,Uchechi Okoye
Benue,Benue,Furniture Maker,Available,Advance,Sadiya Muhammad
Ekiti,Ekiti,Gardener,Not Available,Advance,Chukwudi Nwankwo
Katsina,Katsina,Interior Decorator,Available,Advance,Ifeoma Okafor
Rivers,Rivers,Painter,Not Available,Advance,Olumide Ogunleye
Bayelsa,Bayelsa,Interior Decorator,Not Available,Advance,Uchechi Okafor
Taraba,Taraba,Shoe Cobbler,Not Available,Advance,Yusuf Umar
Delta,Delta,Caterer,Not Available,On-Demand,Aliyu Yusuf
Zamfara,Zamfara,Photographer,Not Available,Advance,Fatima Ali
Taraba,Taraba,Shoe Cobbler,Available,Advance,Adetokunbo Ogunlana
Kogi,Kogi,Tailor,Available,Advance,Nneka Okafor
Edo,Edo,Mechanic,Not Available,On-Demand,Aliyu Ali
Akwa Ibom,Akwa Ibom,Carpenter,Available,Advance,Chizoba Eze
Gombe,Gombe,Barber,Not Available,On-Demand,Chidinma Eze
Adamawa,Adamawa,Interior Decorator,Available,Advance,Chinonso Eze
Ondo,Ondo,Hairdresser,Not Available,On-Demand,Abubakar Yusuf
Sokoto,Sokoto,Welder,Available,On-Demand,Oluwatobi Olawale
Benue,Benue,Gardener,Available,On-Demand,Yusuf Hassan
Gombe,Gombe,Welder,Available,On-Demand,Yusuf Sani
Nasarawa,Nasarawa,Painter,Not Available,On-Demand,Babatunde Ojo
Anambra,Anambra,Photographer,Available,On-Demand,Oluwaseun Adeyemi
Adamawa,Adamawa,Makeup Artist,Available,On-Demand,Fatima Hassan
Cross River,Cross River,Tiler,Not Available,On-Demand,Abubakar Ibrahim
Osun,Osun,Hairdresser,Available,Advance,Chinonso Nwankwo
Adamawa,Adamawa,Painter,Not Available,Advance,Ifeoma Onyeka
Rivers,Rivers,Graphic Designer,Available,On-Demand,Yusuf Hassan
Ogun,Ogun,Painter,Not Available,On-Demand,Chinonso Ibe
Yobe,Yobe,Furniture Maker,Available,On-Demand,Uchechi Okoye
Kebbi,Kebbi,Plumber,Not Available,On-Demand,Uchechi Okoye
Edo,Edo,Furniture Maker,Not Available,On-Demand,Chukwudi Eze
Ondo,Ondo,Gardener,Not Available,On-Demand,Abubakar Sani
Kogi,Kogi,Gardener,Not Available,Advance,Oluwatoyin Olawale
Enugu,Enugu,Photographer,Not Available,Advance,Abubakar Ali
Anambra,Anambra,Gardener,Not Available,Advance,Olufemi Adeyemi
Rivers,Rivers,Graphic Designer,Available,On-Demand,Oluwatobi Adebiyi
Ondo,Ondo,Welder,Available,On-Demand,Yusuf Sani
Kebbi,Kebbi,Electrician,Available,Advance,Chidinma Okoye
Ekiti,Ekiti,Plumber,Available,On-Demand,Abubakar Ibrahim
Taraba,Taraba,Electrician,Available,On-Demand,Babatunde Ojo
Adamawa,Adamawa,Carpenter,Not Available,Advance,Yusuf Abubakar
Zamfara,Zamfara,Interior Decorator,Not Available,Advance,Oluwatobi Olawale
Cross River,Cross River,Gardener,Available,On-Demand,Oluwatoyin Ogunleye
Kano,Kano,Plumber,Not Available,On-Demand,Umar Muhammad
Anambra,Anambra,Tiler,Available,On-Demand,Aisha Hassan
Adamawa,Adamawa,Photographer,Not Available,Advance,Hauwa Muhammad
Katsina,Katsina,Graphic Designer,Not Available,On-Demand,Chizoba Onyeka
Oyo,Oyo,Graphic Designer,Available,On-Demand,Fatima Ali
Zamfara,Zamfara,Interior Decorator,Not Available,Advance,Chidinma Okoye
Kwara,Kwara,Electrician,Not Available,Advance,Chukwudi Ibe
Gombe,Gombe,Tailor,Available,Advance,Babatunde Ogunlana
Bayelsa,Bayelsa,Painter,Not Available,On-Demand,Aliyu Sani
Niger,Niger,Mechanic,Not Available,On-Demand,Babatunde Adegbola
Zamfara,Zamfara,Gardener,Not Available,Advance,Obinna Okoye
Zamfara,Zamfara,Photographer,Available,Advance,Chukwudi Nwankwo
Bauchi,Bauchi,Barber,Not Available,On-Demand,Yusuf Ibrahim
Yobe,Yobe,Barber,Not Available,On-Demand,Chinonso Okoye
Taraba,Taraba,Plumber,Not Available,Advance,Oluwaseun Adegbola
Ebonyi,Ebonyi,Caterer,Not Available,On-Demand,Oluwakemi Adebiyi
Sokoto,Sokoto,Welder,Available,Advance,Yusuf Hassan
Taraba,Taraba,Dressmaker,Not Available,Advance,Hauwa Abubakar
Bayelsa,Bayelsa,Painter,Not Available,On-Demand,Oluwatobi Ojo
Jigawa,Jigawa,Graphic Designer,Available,Advance,Uchechi Ibe
Ebonyi,Ebonyi,Welder,Available,On-Demand,Nneka Okeke
Cross River,Cross River,Welder,Available,Advance,Oluwakemi Ajayi
Yobe,Yobe,Mechanic,Not Available,Advance,Babatunde Olawale
Zamfara,Zamfara,Hairdresser,Available,Advance,Sadiya Hassan
Kogi,Kogi,Welder,Available,On-Demand,Oluwaseun Ajayi
Niger,Niger,Dressmaker,Available,On-Demand,Adetokunbo Adegbola
Enugu,Enugu,Gardener,Available,On-Demand,Abubakar Ali
Bauchi,Bauchi,Interior Decorator,Available,On-Demand,Olumide Adegbola
Edo,Edo,Photographer,Available,On-Demand,Fatima Sani
Edo,Edo,Caterer,Available,On-Demand,Olumide Adeyemi
Benue,Benue,Dressmaker,Not Available,Advance,Chukwudi Onyeka
Delta,Delta,Painter,Available,On-Demand,Olumide Ogunlana
Bayelsa,Bayelsa,Painter,Not Available,Advance,Oluwaseun Ogunlana
Enugu,Enugu,Mechanic,Not Available,On-Demand,Sadiya Abubakar
Lagos,Lagos,Interior Decorator,Not Available,Advance,Fatima Sani
Jigawa,Jigawa,Shoe Cobbler,Available,On-Demand,Oluwatobi Ogunleye
Kaduna,Kaduna,Carpenter,Available,On-Demand,Obinna Ibe
Kaduna,Kaduna,Mechanic,Not Available,Advance,Umar Umar
Kogi,Kogi,Tiler,Available,Advance,Adetokunbo Ojo
Katsina,Katsina,Caterer,Not Available,Advance,Yusuf Ali
Kebbi,Kebbi,Plumber,Available,Advance,Aisha Abubakar
Bayelsa,Bayelsa,Caterer,Not Available,On-Demand,Uchechi Onyeka
Anambra,Anambra,Tailor,Not Available,Advance,Olumide Ogunleye
Kwara,Kwara,Caterer,Available,On-Demand,Fatima Muhammad
Ekiti,Ekiti,Electrician,Available,Advance,Aliyu Ali
Enugu,Enugu,Caterer,Available,Advance,Ifeoma Okoye
Nasarawa,Nasarawa,Photographer,Not Available,On-Demand,Yusuf Yusuf
Rivers,Rivers,Welder,Not Available,Advance,Fatima Ibrahim
Ebonyi,Ebonyi,Dressmaker,Not Available,Advance,Fatima Hassan
Niger,Niger,Hairdresser,Available,On-Demand,Adetokunbo Adeyemi
Enugu,Enugu,Electrician,Available,On-Demand,Oluwakemi Adegbola
Ondo,Ondo,Caterer,Available,On-Demand,Aisha Yusuf
Benue,Benue,Hairdresser,Not Available,Advance,Umar Sani
Katsina,Katsina,Photographer,Not Available,On-Demand,Babatunde Olawale
Zamfara,Zamfara,Painter,Available,On-Demand,Chukwudi Ibe
Bauchi,Bauchi,Welder,Available,On-Demand,Obinna Eze
Gombe,Gombe,Graphic Designer,Not Available,On-Demand,Oluwakemi Ajayi
Ekiti,Ekiti,Gardener,Not Available,On-Demand,Aisha Umar
Adamawa,Adamawa,Mechanic,Not Available,On-Demand,Hauwa Umar
Lagos,Lagos,Carpenter,Available,On-Demand,Chukwudi Okoye
Ekiti,Ekiti,Furniture Maker,Available,Advance,Sadiya Sani
Adamawa,Adamawa,Furniture Maker,Not Available,On-Demand,Aliyu Umar
Kogi,Kogi,Dressmaker,Not Available,Advance,Obinna Onyeka
Abia,Abia,Furniture Maker,Not Available,Advance,Aliyu Sani
Kogi,Kogi,Shoe Cobbler,Available,Advance,Oluwatobi Olawale
Kebbi,Kebbi,Makeup Artist,Available,Advance,Oluwakemi Adeyemi
Lagos,Lagos,Welder,Not Available,On-Demand,Aliyu Sani
Rivers,Rivers,Shoe Cobbler,Available,Advance,Babatunde Adebiyi
Kebbi,Kebbi,Tiler,Available,On-Demand,Chukwudi Okafor
Lagos,Lagos,Mechanic,Available,On-Demand,Adetokunbo Ajayi
Kwara,Kwara,Welder,Available,On-Demand,Fatima Abubakar
Ekiti,Ekiti,Event Planner,Available,On-Demand,Olumide Olawale
Anambra,Anambra,Graphic Designer,Not Available,Advance,Ifeoma Nwankwo
Zamfara,Zamfara,Event Planner,Not Available,On-Demand,Oluwaseun Ogunleye
Borno,Borno,Tailor,Not Available,On-Demand,Chinonso Okoye
Anambra,Anambra,Interior Decorator,Not Available,On-Demand,Oluwakemi Ojo
Kebbi,Kebbi,Plumber,Not Available,On-Demand,Aliyu Yusuf
Enugu,Enugu,Mechanic,Not Available,Advance,Hauwa Ibrahim
Ekiti,Ekiti,Gardener,Available,Advance,Chukwudi Nwankwo
Rivers,Rivers,Event Planner,Available,Advance,Ifeoma Eze
Gombe,Gombe,Tailor,Not Available,On-Demand,Adetokunbo Ajayi
Taraba,Taraba,Mechanic,Available,On-Demand,Yusuf Abubakar
Benue,Benue,Gardener,Available,On-Demand,Chukwudi Nwankwo
Imo,Imo,Photographer,Available,Advance,Aisha Abubakar
Kaduna,Kaduna,Caterer,Not Available,Advance,Aliyu Hassan
Akwa Ibom,Akwa Ibom,Photographer,Not Available,Advance,Nneka Eze
Enugu,Enugu,Plumber,Available,On-Demand,Ifeoma Onyeka
Yobe,Yobe,Caterer,Available,On-Demand,Yusuf Yusuf
Enugu,Enugu,Caterer,Available,On-Demand,Ifeoma Okoye
Zamfara,Zamfara,Barber,Not Available,On-Demand,Sadiya Ibrahim
Nasarawa,Nasarawa,Photographer,Not Available,On-Demand,Uchechi Onyeka
Imo,Imo,Hairdresser,Not Available,On-Demand,Oluwaseun Adeyemi
Akwa Ibom,Akwa Ibom,Event Planner,Available,Advance,Obinna Onyeka
Katsina,Katsina,Graphic Designer,Available,Advance,Abubakar Umar
Niger,Niger,Mechanic,Not Available,On-Demand,Sadiya Abubakar
Ondo,Ondo,Plumber,Available,Advance,Umar Muhammad
Zamfara,Zamfara,Painter,Not Available,Advance,Olufemi Olawale
Ekiti,Ekiti,Carpenter,Not Available,On-Demand,Oluwaseun Ajayi
Nasarawa,Nasarawa,Event Planner,Available,On-Demand,Chidinma Okeke
Ebonyi,Ebonyi,Plumber,Not Available,Advance,Chukwudi Okafor
Benue,Benue,Event Planner,Not Available,On-Demand,Oluwatoyin Ojo
Ebonyi,Ebonyi,Furniture Maker,Not Available,On-Demand,Fatima Sani
Jigawa,Jigawa,Dressmaker,Available,On-Demand,Oluwakemi Ogunleye
Gombe,Gombe,Tiler,Not Available,Advance,Hauwa Yusuf
Akwa Ibom,Akwa Ibom,Dressmaker,Available,On-Demand,Umar Ali
Enugu,Enugu,Tailor,Not Available,Advance,Adetokunbo Ojo
Abia,Abia,Caterer,Available,On-Demand,Babatunde Adebiyi
Bayelsa,Bayelsa,Caterer,Available,On-Demand,Olufemi Ojo
Edo,Edo,Tailor,Available,On-Demand,Chizoba Okoye
Edo,Edo,Caterer,Available,Advance,Chizoba Okeke
Kogi,Kogi,Hairdresser,Available,On-Demand,Aisha Abubakar
Cross River,Cross River,Electrician,Available,Advance,Oluwatobi Ogunleye
Imo,Imo,Interior Decorator,Available,Advance,Fatima Umar
Enugu,Enugu,Graphic Designer,Available,Advance,Chukwudi Okafor
Nasarawa,Nasarawa,Makeup Artist,Not Available,On-Demand,Oluwakemi Adeyemi
Niger,Niger,Tiler,Available,On-Demand,Sadiya Ibrahim
Lagos,Lagos,Event Planner,Available,Advance,Uchechi Okafor
Anambra,Anambra,Carpenter,Not Available,Advance,Olumide Adeyemi
Taraba,Taraba,Mechanic,Not Available,On-Demand,Chizoba Okeke
Cross River,Cross River,Interior Decorator,Not Available,Advance,Chukwudi Ibe
Cross River,Cross River,Makeup Artist,Available,On-Demand,Ifeoma Okafor
Ondo,Ondo,Hairdresser,Not Available,Advance,Yusuf Hassan
Bayelsa,Bayelsa,Shoe Cobbler,Available,On-Demand,Oluwatoyin Ogunleye
Niger,Niger,Tiler,Available,Advance,Chukwudi Okafor
Kano,Kano,Tailor,Available,Advance,Oluwatobi Adegbola
Delta,Delta,Graphic Designer,Not Available,Advance,Umar Ali
Ebonyi,Ebonyi,Caterer,Not Available,On-Demand,Fatima Sani
Kano,Kano,Dressmaker,Not Available,On-Demand,Chidinma Onyeka
Niger,Niger,Makeup Artist,Available,On-Demand,Ifeoma Okoye
Imo,Imo,Plumber,Available,Advance,Chizoba Okafor
Zamfara,Zamfara,Shoe Cobbler,Not Available,On-Demand,Nneka Nwankwo
Yobe,Yobe,Photographer,Not Available,Advance,Oluwaseun Adebiyi
Borno,Borno,Makeup Artist,Available,Advance,Olufemi Ogunlana
Bayelsa,Bayelsa,Carpenter,Not Available,On-Demand,Chukwudi Okafor
Oyo,Oyo,Barber,Not Available,Advance,Hauwa Abubakar
Ondo,Ondo,Furniture Maker,Available,Advance,Uchechi Okafor
Edo,Edo,Mechanic,Not Available,On-Demand,Oluwatobi Adebiyi
Akwa Ibom,Akwa Ibom,Furniture Maker,Available,On-Demand,Chidinma Eze
Imo,Imo,Interior Decorator,Available,Advance,Adetokunbo Adeyemi
Kebbi,Kebbi,Welder,Not Available,On-Demand,Oluwatoyin Ajayi
Anambra,Anambra,Graphic Designer,Not Available,Advance,Sadiya Sani
Gombe,Gombe,Hairdresser,Available,On-Demand,Chidinma Okoye
Bauchi,Bauchi,Painter,Not Available,On-Demand,Umar Umar
Imo,Imo,Shoe Cobbler,Available,Advance,Uchechi Okafor
Abia,Abia,Dressmaker,Not Available,Advance,Chizoba Onyeka
Akwa Ibom,Akwa Ibom,Gardener,Not Available,Advance,Oluwatoyin Olawale
Benue,Benue,Gardener,Available,Advance,Oluwatobi Ajayi
Zamfara,Zamfara,Graphic Designer,Available,Advance,Oluwaseun Ogunleye
Enugu,Enugu,Tailor,Not Available,On-Demand,Olumide Olawale
Ekiti,Ekiti,Caterer,Available,Advance,Sadiya Abubakar
Oyo,Oyo,Interior Decorator,Not Available,On-Demand,Hauwa Muhammad
Sokoto,Sokoto,Makeup Artist,Available,On-Demand,Oluwakemi Adebiyi
Bayelsa,Bayelsa,Tailor,Available,On-Demand,Oluwaseun Olawale
Kano,Kano,Furniture Maker,Not Available,On-Demand,Aisha Umar
Bauchi,Bauchi,Barber,Not Available,Advance,Nneka Nwankwo
Bayelsa,Bayelsa,Tiler,Not Available,Advance,Sadiya Yusuf
Taraba,Taraba,Furniture Maker,Available,On-Demand,Hauwa Sani
Kogi,Kogi,Carpenter,Not Available,Advance,Aliyu Muhammad
